source_id,source_title,source_type,source_channel_heuristic,source_year_raw,parsed_year_min,parsed_year_max,url_domain,organization_hosted_trace_candidate,official_or_formal_trace_candidate,external_mention_trace_candidate,legal_procedural_trace,title_language_heuristic,case_number_or_legal_title_marker,high_capacity_list_source,archive_status,archive_content_type,source_evidence_level,source_review_status,classification_method,research_status,display_tier,claim_status,review_status,frontend_eligibility,interpretation_limit
S204,宮古島地下水研究会 公式サイト,organization_site,organization_hosted,2026,2026,2026,miyakojima-tikasui.com,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,human_checked,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S205,資料館だより No.73,organization_report,organization_hosted,2024,2024,2024,himeyuri.or.jp,yes,yes,no,yes,likely_japanese_title,yes,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S206,民間団体（女性団体等）のネットワーク（都道府県・政令指定都市）,government_report,official_administrative,2024,2024,2024,gender.go.jp,no,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S207,令和5年度 Womanちゅ応援宣言リーダー一覧,government_webpage,official_administrative,2024,2024,2024,pref.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,text/html,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S208,事業計画・事業報告,foundation_program_record,organization_hosted,2016,2016,2016,okinawajosei.org,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S209,日米地位協定の見直しに係る諸団体の主な支援行動,government_webpage,official_administrative,2004,2004,2004,pref.okinawa.jp,no,yes,no,no,likely_japanese_title,no,no,archived,text/html,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S210,島の水や歴史学ぶ／自衛隊配備考える集会,local_news,media,2015,2015,2015,miyakomainichi.com,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E3,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S211,離島で初 石垣島と宮古島に支部結成,association_report,organization_hosted,2018,2018,2018,min-iren.gr.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E3,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S212,宮古陸自配備に抗議 60人が集会とデモ行進,local_news,media,2019,2019,2019,ryukyushimpo.jp,no,no,yes,no,likely_japanese_title,no,no,archived,text/html; charset=UTF-8,E3,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S213,NPO法人ピースメーカーズネットワーク,official_npo_portal,official_administrative,2024,2024,2024,npo-homepage.go.jp,no,yes,no,no,likely_japanese_title,no,no,failed,,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
S214,2024年度事業報告書等,organization_filing,organization_hosted,2024,2024,2024,npo-homepage.go.jp,yes,yes,no,no,likely_japanese_title,no,no,archived,application/pdf,E4,ai_seeded,mechanical source_type/title/url/archive classification; organization hosting is not actor ownership and title language is not document or staff language capacity,research_only,research,candidate,ai_seeded,not_frontend_ready,"Observed documentation and encoded evidence-layer visibility only; no causal documentation effect, social-network influence, activity strength, alliance, staff capacity, language capacity, or organizational lifespan."
